,city,country,lat,lng,rank,country code,genre,top_genres,scale_rank,market_importance
528,decatur georgia,united states,33.2277,-97.5898,910,US,"southern hiphop, hiphop, atl hiphop, underground hiphop",19,0.65363714,12.41910565
912,ilford,united kingdom,51.5597,0.0708,703,GB,"uk alternative hiphop, uk hiphop",17,0.73022366,12.41380222
1891,slough,united kingdom,51.5,-0.5833,705,GB,"uk alternative hiphop, uk hiphop",17,0.72947701,12.40110917
285,bristol,united kingdom,51.45,-2.5833,132,GB,"uk alternative hiphop, uk hiphop",13,0.948292985,12.3278088
2221,warren michigan,united states,41.8433,-79.1445,314,US,"hiphop, southern hiphop",14,0.877767516,12.28874522
592,east orange new jersey,united states,40.7651,-74.2117,726,US,"southern hiphop, hiphop, underground hiphop",17,0.721644891,12.26796315
1921,spring texas,united states,30.7478,-98.2392,474,US,"underground hiphop, southern hiphop",15,0.816535786,12.24803679
1312,milton,canada,47.2522,-122.3154,1269,CA,"southern hiphop, underground hiphop, canadian hiphop, hiphop",23,0.524368864,12.06048387
1917,spartanburg south carolina,united states,35.1124,-81.2202,763,US,"atl hiphop, southern hiphop, hiphop",17,0.707879915,12.03395856
640,everett massachusetts,united states,47.9524,-122.167,536,US,"underground hiphop, southern hiphop, hiphop",15,0.793009739,11.89514608
1210,luton,united kingdom,51.8804,-0.42,996,GB,"uk hiphop, manchester hiphop, uk alternative hiphop",19,0.622244003,11.82263606
2248,wilmington delaware,united states,39.7415,-75.5413,805,US,"southern hiphop, underground hiphop, hiphop",17,0.692308729,11.76924839
932,islington,united kingdom,51.5333,-0.1,442,GB,"uk hiphop, uk alternative hiphop",14,0.828722819,11.60211946
222,birmingham,united kingdom,52.475,-1.92,101,GB,"manchester hiphop, uk hiphop",12,0.960395065,11.52474078
2034,thornhill,canada,48.4462,-89.275,1045,CA,"southern hiphop, canadian hiphop, underground hiphop",19,0.604473749,11.48500123
962,jersey city new jersey,united states,40.7161,-74.0682,328,US,"hiphop, southern hiphop",13,0.872380477,11.3409462
1605,poplar,united kingdom,51.5,-0.0167,878,GB,"uk hiphop, uk alternative hiphop",17,0.665383425,11.31151822
2229,watford,united kingdom,47.8031,-103.2687,881,GB,"uk alternative hiphop, uk hiphop",17,0.664280731,11.29277243
2253,winston-salem north carolina,united states,36.1029,-80.261,772,US,"southern hiphop, underground hiphop, hiphop",16,0.70453838,11.27261408
1878,silver spring maryland,united states,38.7188,-90.4749,176,US,"hiphop, southern hiphop",12,0.931159995,11.17391994
257,bournemouth,united kingdom,50.73,-1.9,675,GB,"uk alternative hiphop, uk hiphop",15,0.740690082,11.11035123
1496,orlando florida,united states,25.4418,-80.4685,67,US,"southern hiphop, hiphop",11,0.973697594,10.71067353
951,jacksonville florida,united states,30.3322,-81.6749,285,US,"hiphop, southern hiphop",12,0.888943903,10.66732684
1267,marietta georgia,united states,33.9532,-84.5421,472,US,"hiphop, southern hiphop",13,0.817296593,10.62485571
2262,woodbridge,canada,48.4462,-89.275,1250,CA,"canadian hiphop, southern hiphop, hiphop, underground hiphop",20,0.531088869,10.62177737
2219,walthamstow,united kingdom,51.6,-0.0333,997,GB,"uk hiphop, uk alternative hiphop",17,0.62188049,10.57196833
178,bedford,united kingdom,52.1333,-0.45,1002,GB,"uk hiphop, uk alternative hiphop",17,0.620063455,10.54107873
1322,mobile alabama,united states,30.6783,-88.1162,1187,US,"underground hiphop, southern hiphop, hiphop, atl hiphop",19,0.553471954,10.51596712
654,fayetteville north carolina,united states,35.289,-81.5416,905,US,"hiphop, underground hiphop, southern hiphop",16,0.655470195,10.48752312
83,antioch tennessee,united states,37.9789,-121.7957,346,US,"southern hiphop, hiphop",12,0.865462426,10.38554911
823,hayes,united kingdom,-25.09,-57.53,1031,GB,"uk alternative hiphop, uk hiphop",17,0.609542196,10.36221734
695,fuquay-varina north carolina,united states,35.596,-78.7802,933,US,"southern hiphop, hiphop",16,0.64521614,10.32345823
1573,peterborough,united kingdom,52.5804,-0.25,836,GB,"uk hiphop, uk alternative hiphop",15,0.680852964,10.21279446
344,camberwell,united kingdom,51.4736,-0.0916,968,GB,"uk hiphop, uk alternative hiphop",16,0.632436699,10.11898718
1403,newark new jersey,united states,39.3167,-74.6066,209,US,"hiphop, southern hiphop",11,0.918344593,10.10179052
638,etobicoke,canada,48.4462,-89.275,893,CA,"canadian hiphop, southern hiphop, hiphop",15,0.659873012,9.898095187
1342,montreal,canada,45.5,-73.5833,26,CA,hiphop quebecois,10,0.989779232,9.897792319
1258,maple,canada,41.4094,-81.5625,1421,CA,"hiphop, underground hiphop, canadian hiphop, southern hiphop",21,0.471135136,9.893837856
284,brisbane queensland,australia,-27.455,153.0351,34,AU,"australian hiphop, australian underground hiphop",10,0.986637907,9.866379075
920,inkster michigan,united states,41.7098,-86.8705,782,US,"southern hiphop, hiphop",14,0.700828659,9.811601224
1033,kissimmee florida,united states,25.4418,-80.4685,785,US,"underground hiphop, latin hiphop, southern hiphop",14,0.69971638,9.796029315
814,harrow,united kingdom,51.5833,-0.3167,1133,GB,"uk alternative hiphop, uk hiphop",17,0.572778527,9.737234959
287,bromley,united kingdom,51.4,0.05,1151,GB,"uk alternative hiphop, uk hiphop",17,0.56633076,9.627622913
840,hemel hempstead,united kingdom,30.0995,-96.0782,947,GB,"uk alternative hiphop, uk hiphop",15,0.640099252,9.601488787
1247,manchester,united kingdom,53.5004,-2.248,138,GB,uk hiphop,10,0.945953607,9.45953607
308,burlington,canada,48.4677,-122.3298,712,CA,"canadian hiphop, underground hiphop",13,0.726864739,9.449241601
1995,tallahassee florida,united states,25.4418,-80.4685,716,US,"underground hiphop, southern hiphop",13,0.725372714,9.429845281
1923,st albans,united kingdom,53.45,-2.7333,1189,GB,"uk alternative hiphop, uk hiphop",17,0.552759023,9.396903391
524,dearborn heights michigan,united states,42.3164,-83.2769,732,US,"southern hiphop, hiphop",13,0.719409736,9.352326563
1510,ottawa,canada,45.4167,-75.7,173,CA,canadian hiphop,10,0.932326497,9.323264967
2218,walsall,united kingdom,52.6,-2,1120,GB,"uk alternative hiphop, uk hiphop",16,0.577442791,9.239084651
1747,ryde new south wales,australia,-31.445,152.9187,420,AU,"australian hiphop, australian underground hiphop",11,0.837118791,9.208306706
1407,newport news virginia,united states,37.1051,-76.5185,440,US,"latin hiphop, southern hiphop",11,0.829485506,9.124340562
1181,longueuil,canada,48.4462,-89.275,1148,CA,"hiphop quebecois, french hiphop",16,0.567404542,9.078472671
867,hollywood florida,united states,26.0293,-80.1678,462,US,"latin hiphop, southern hiphop",11,0.821102396,9.032126351
1401,new orleans louisiana,united states,30.0687,-89.9288,251,US,southern hiphop,10,0.902077127,9.020771268
693,fullerton california,united states,40.0692,-79.9152,648,US,"southern hiphop, hiphop",12,0.750806107,9.009673284
1725,romford,united kingdom,51.5833,0.2,1071,GB,"uk hiphop, uk alternative hiphop",15,0.595079714,8.926195714
184,belleville michigan,united states,38.5165,-89.9899,492,US,"southern hiphop, hiphop",11,0.809693851,8.906632357
540,derby,united kingdom,52.9333,-1.5,674,GB,"uk alternative hiphop, uk hiphop",12,0.741064341,8.892772097
801,hamilton,canada,43.25,-79.83,295,CA,canadian hiphop,10,0.885087315,8.850873152
494,crawley,united kingdom,51.0167,-1.3167,1191,GB,"uk alternative hiphop, uk hiphop",16,0.552046245,8.832739927
408,charlotte north carolina,united states,35.289,-81.5416,49,US,southern hiphop,9,0.980752417,8.826771757
1337,montebello california,united states,40.0692,-79.9152,691,US,"hiphop, southern hiphop",12,0.734706229,8.816474747
1177,london,canada,42.97,-81.25,309,CA,canadian hiphop,10,0.879692796,8.79692796
1579,phoenix arizona,united states,33.5722,-112.0891,68,US,"latin hiphop, hiphop",9,0.973305908,8.759753175
513,dagenham,united kingdom,51.55,0.1667,1295,GB,"uk alternative hiphop, uk hiphop",17,0.515196303,8.758337148
2258,woking,united kingdom,51.0167,-1.3167,1106,GB,"uk hiphop, uk alternative hiphop",15,0.582472875,8.737093122
1432,norcross georgia,united states,33.9378,-84.2065,331,US,southern hiphop,10,0.871226831,8.712268311
1017,kensington,united kingdom,51.5047,-0.1998,865,GB,"uk alternative hiphop, uk hiphop",13,0.670165277,8.712148605
1913,southampton,united kingdom,50.9,-1.4,334,GB,uk hiphop,10,0.87007344,8.7007344
1574,petersham new south wales,australia,-31.445,152.9187,543,AU,"australian underground hiphop, australian hiphop",11,0.790360803,8.693968828
1444,nottingham,united kingdom,52.9703,-1.17,95,GB,uk hiphop,9,0.962740352,8.664663167
852,hialeah florida,united states,25.4418,-80.4685,348,US,"southern hiphop, latin hiphop",10,0.86469432,8.646943204
1035,kitchener,canada,43.45,-80.5,357,CA,canadian hiphop,10,0.861239256,8.612392555
466,columbia south carolina,united states,35.1124,-81.2202,365,US,southern hiphop,10,0.858170025,8.581700247
42,alexandria new south wales,australia,-31.445,152.9187,580,AU,"australian hiphop, australian underground hiphop",11,0.776383928,8.540223213
617,enfield town,united kingdom,51.6667,-0.0667,1334,GB,"uk hiphop, uk alternative hiphop",17,0.501488448,8.52530361
1340,montgomery alabama,united states,41.1709,-76.874,1248,US,"hiphop, underground hiphop, southern hiphop",16,0.531797066,8.508753052
1847,scarborough,canada,54.2804,-0.43,402,CA,canadian hiphop,10,0.843998684,8.439986845
95,arlington texas,united states,48.1697,-122.1446,165,US,southern hiphop,9,0.935438357,8.418945211
1518,oxford,united kingdom,51.7704,-1.25,408,GB,uk hiphop,10,0.841704344,8.417043443
348,cambridge,united kingdom,52.2004,0.1166,419,GB,uk hiphop,10,0.837500761,8.375007613
1443,norwich,united kingdom,52.6304,1.3,431,GB,uk hiphop,10,0.832919042,8.329190419
2237,west palm beach florida,united states,26.7467,-80.1314,802,US,"southern hiphop, latin hiphop",12,0.693419038,8.321028454
1945,stoke-on-trent,united kingdom,53.0004,-2.18,453,GB,uk hiphop,10,0.824530134,8.245301339
364,cardiff,united kingdom,51.5,-3.225,459,GB,uk hiphop,10,0.822244711,8.222447105
758,greensboro north carolina,united states,35.289,-81.5416,658,US,"hiphop, southern hiphop",11,0.747056766,8.217624421
1256,mansfield texas,united states,32.569,-97.1211,466,US,southern hiphop,10,0.819579721,8.195797209
1120,leeds,united kingdom,53.83,-1.58,230,GB,uk hiphop,9,0.910204803,8.191843225
600,eight mile plains queensland,australia,41.022,-73.7548,672,AU,"australian underground hiphop, australian hiphop",11,0.741812954,8.159942497
881,hounslow,united kingdom,51.4667,-0.35,1398,GB,"uk alternative hiphop, uk hiphop",17,0.479128764,8.145188994
2058,tottenham,united kingdom,51.0167,-1.3167,1404,GB,"uk alternative hiphop, uk hiphop",17,0.477041311,8.109702286
28,ajax,canada,48.4462,-89.275,1227,CA,"canadian hiphop, southern hiphop, underground hiphop",15,0.539242601,8.088639022
822,hawthorn victoria,australia,42.2313,-88.0623,495,AU,"australian hiphop, australian underground hiphop",10,0.808554462,8.085544621
1544,parramatta new south wales,australia,-31.445,152.9187,706,AU,"australian hiphop, australian underground hiphop",11,0.729103733,8.020141059
2263,woodbridge virginia,united states,47.5172,-92.5121,1011,US,"underground hiphop, hiphop, southern hiphop",13,0.616795027,8.018335355
223,birmingham alabama,united states,33.5276,-86.7988,283,US,southern hiphop,9,0.889715556,8.00744
422,chicago illinois,united states,41.8373,-87.6861,4,US,southern hiphop,8,0.998426436,7.987411488
1128,leichhardt new south wales,australia,-31.445,152.9187,718,AU,"australian underground hiphop, australian hiphop",11,0.724626893,7.970895826
1867,sheffield,united kingdom,53.3667,-1.5,302,GB,uk hiphop,9,0.882389368,7.941504316
1274,marrickville new south wales,australia,-31.445,152.9187,744,AU,"australian hiphop, australian underground hiphop",11,0.714942898,7.864371877
571,drummoyne new south wales,australia,-31.445,152.9187,745,AU,"australian underground hiphop, australian hiphop",11,0.714570871,7.86027958
2241,whittier california,united states,40.0692,-79.9152,749,US,"hiphop, southern hiphop",11,0.713083086,7.843913944
172,baton rouge louisiana,united states,30.4423,-91.1314,561,US,southern hiphop,10,0.783556051,7.835560509
1716,rochdale,united kingdom,53.6167,-2.15,1181,GB,"manchester hiphop, uk hiphop, uk alternative hiphop",14,0.555611664,7.778563298
163,barrie,canada,44.3838,-79.7,579,CA,canadian hiphop,10,0.776761134,7.767611343
1095,lancaster california,united states,32.5922,-96.7737,1068,US,"southern hiphop, hiphop, underground hiphop",13,0.596162388,7.750111046
1464,oakland california,united states,41.0313,-74.2408,100,US,"bay area hiphop, southern hiphop",8,0.96078588,7.686287041
2276,yeronga queensland,australia,-16.8878,145.7633,793,AU,"australian underground hiphop, australian hiphop",11,0.696751743,7.66426917
1142,leyton,united kingdom,51.0167,-1.3167,1483,GB,"uk alternative hiphop, uk hiphop",17,0.449700105,7.644901778
262,bradford,united kingdom,53.8,-1.75,617,GB,uk hiphop,10,0.762448867,7.624488672
1961,sunnybank queensland,australia,-16.8878,145.7633,810,AU,"australian hiphop, australian underground hiphop",11,0.690458873,7.595047598
1942,stockport,united kingdom,53.4,-2.15,632,GB,uk hiphop,10,0.756811545,7.568115452
173,baulkham hills new south wales,australia,-31.445,152.9187,636,AU,"australian underground hiphop, australian hiphop",10,0.755309438,7.553094384
1270,markham,canada,41.6,-87.6905,645,CA,canadian hiphop,10,0.751931519,7.519315189
1024,kettering,united kingdom,39.6957,-84.1496,1646,GB,"uk hiphop, uk alternative hiphop, manchester hiphop",19,0.394167418,7.489180936
759,greenslopes queensland,australia,-16.8878,145.7633,852,AU,"australian hiphop, australian underground hiphop",11,0.674952824,7.424481059
1494,orange new jersey,united states,39.3167,-74.6066,677,US,"southern hiphop, hiphop",10,0.739941658,7.399416585
925,ipswich,united kingdom,52.0703,1.17,688,GB,uk hiphop,10,0.735827585,7.358275848
456,colchester,united kingdom,51.0167,-1.3167,689,GB,uk hiphop,10,0.735453768,7.354537679
1493,orange california,united states,38.2486,-78.1127,486,US,"hiphop, southern hiphop",9,0.811973429,7.307760864
722,gillingham,united kingdom,51.0167,-1.3167,1166,GB,"uk hiphop, uk alternative hiphop",13,0.560966945,7.292570281
1482,oldham,united kingdom,53.55,-2.1167,1168,GB,"uk hiphop, manchester hiphop",13,0.560252413,7.283281369
2025,terrebonne,canada,48.4462,-89.275,1468,CA,"french hiphop, hiphop quebecois",16,0.454870705,7.277931278
309,burnaby,canada,48.4462,-89.275,496,CA,canadian hiphop,9,0.808174725,7.273572528
471,concord new south wales,australia,-31.445,152.9187,903,AU,"australian underground hiphop, australian hiphop",11,0.656203657,7.218240223
242,bolton,united kingdom,53.5833,-2.4333,728,GB,uk hiphop,10,0.720899711,7.208997107
1626,preston,united kingdom,53.7667,-2.7167,730,GB,uk hiphop,10,0.720154659,7.20154659
1966,sutton coldfield,united kingdom,51.35,-0.2,1631,GB,"manchester hiphop, uk alternative hiphop, uk hiphop",18,0.39922623,7.186072135
1947,stourbridge,united kingdom,51.0167,-1.3167,1805,GB,"uk hiphop, uk alternative hiphop, manchester hiphop",21,0.341227021,7.165767438
692,fulham,united kingdom,51.5,-0.2333,917,GB,"uk alternative hiphop, uk hiphop",11,0.651072301,7.161795312
1030,kingston upon thames,united kingdom,51.4167,-0.2833,1567,GB,"uk alternative hiphop, uk hiphop",17,0.420929704,7.155804969
413,chelmsford,united kingdom,51.7333,0.4833,925,GB,"uk alternative hiphop, uk hiphop",11,0.648143118,7.129574298
360,canterbury,united kingdom,-43.8983,171.7486,1496,GB,"uk alternative hiphop, uk hiphop",16,0.445226915,7.123630633
114,auburn new south wales,australia,-31.445,152.9187,928,AU,"australian underground hiphop, australian hiphop",11,0.647045242,7.117497666
2236,west end queensland,australia,43.4184,-88.1822,757,AU,"australian hiphop, australian underground hiphop",10,0.710109068,7.101090678
2049,toorak victoria,australia,-38.0996,145.2834,942,AU,"australian underground hiphop, australian hiphop",11,0.641925932,7.061185257
1595,plymouth,united kingdom,50.3854,-4.16,559,GB,uk hiphop,9,0.78431165,7.058804848
343,camberley,united kingdom,51.0167,-1.3167,1589,GB,"uk hiphop, manchester hiphop",17,0.413447578,7.028608822
2063,townsville queensland,australia,-19.25,146.77,954,AU,"australian underground hiphop, australian hiphop",11,0.63754336,7.012976957
168,basingstoke,united kingdom,51.0167,-1.3167,955,GB,"uk hiphop, uk alternative hiphop",11,0.637178371,7.008962086
230,blainville,canada,48.4462,-89.275,1433,CA,"french hiphop, hiphop quebecois",15,0.466973479,7.004602192
1018,kensington and norwood south australia,australia,-30.8996,135.3,959,AU,"australian hiphop, australian underground hiphop",11,0.635718767,6.992906433
515,dallas texas,united states,32.7937,-96.7662,6,US,southern hiphop,7,0.997639809,6.983478662
2145,vaudreuil-dorion,canada,48.4462,-89.275,1347,CA,"canadian hiphop, hiphop quebecois",14,0.496932923,6.957060915
2227,waterloo,canada,38.3403,-90.1538,804,CA,canadian hiphop,10,0.692678799,6.926787987
1151,lilyfield new south wales,australia,-31.445,152.9187,977,AU,"australian underground hiphop, australian hiphop",11,0.629157467,6.920732137
1612,portsmouth,united kingdom,50.8003,-1.08,807,GB,uk hiphop,10,0.691568687,6.915686872
1848,scarborough western australia,australia,-29.2828,114.9166,983,AU,"australian underground hiphop, australian hiphop",11,0.626972893,6.896701825
1025,kew victoria,australia,-38.0996,145.2834,612,AU,"australian underground hiphop, australian hiphop",9,0.764329522,6.878965697
1015,kelvin grove queensland,australia,-16.8878,145.7633,988,AU,"australian hiphop, australian underground hiphop",11,0.625153383,6.876687217
1316,minneapolis minnesota,united states,44.9635,-93.2678,47,US,"abstract hiphop, minnesota hiphop",7,0.98153681,6.870757671
103,ashfield new south wales,australia,-31.445,152.9187,821,AU,"australian underground hiphop, australian hiphop",10,0.686392098,6.863920978
1929,st. petersburg florida,united states,59.939,30.316,625,US,southern hiphop,9,0.759441428,6.834972849
736,gloucester,united kingdom,51.8333,-2.25,832,GB,uk hiphop,10,0.682329335,6.823293348
609,elizabeth new jersey,united states,39.3167,-74.6066,387,US,"southern hiphop, hiphop",8,0.849739081,6.797912645
2009,tarragindi queensland,australia,-16.8878,145.7633,1009,AU,"australian hiphop, australian underground hiphop",11,0.617521096,6.792732052
1108,las vegas nevada,united states,35.6011,-105.2206,78,US,latin hiphop,7,0.969390499,6.785733493
1755,sacramento california,united states,38.5667,-121.4683,87,US,"southern hiphop, bay area hiphop",7,0.965868882,6.761082177
575,dudley,united kingdom,52.5,-2.0833,1565,GB,"uk hiphop, uk alternative hiphop",16,0.421611004,6.745776061
870,homebush new south wales,australia,-31.445,152.9187,1022,AU,"australian underground hiphop, australian hiphop",11,0.612804201,6.740846206
579,dulwich,united kingdom,51.0167,-1.3167,1494,GB,"uk alternative hiphop, uk hiphop",15,0.445914612,6.688719182
1693,richmond hill new york,united states,45.1226,-92.5338,869,US,"southern hiphop, hiphop",10,0.66869333,6.686933303
229,blacktown new south wales,australia,-31.445,152.9187,920,AU,"australian underground hiphop, australian hiphop",10,0.649973599,6.499735995
177,beckton,united kingdom,51.0167,-1.3167,1614,GB,"uk hiphop, uk alternative hiphop",16,0.404972488,6.479559815
732,glen iris victoria,australia,-38.0996,145.2834,934,AU,"australian underground hiphop, australian hiphop",10,0.644850423,6.448504227
436,citrus heights california,united states,38.6948,-121.288,946,US,"southern hiphop, hiphop, underground hiphop",10,0.640464519,6.40464519
926,ipswich queensland,australia,52.0703,1.17,518,AU,"australian hiphop, australian underground hiphop",8,0.799828057,6.398624453
138,balcatta western australia,australia,-29.2828,114.9166,1244,AU,"australian underground hiphop, australian hiphop",12,0.533213932,6.398567179
486,corpus christi texas,united states,27.7173,-97.3822,792,US,southern hiphop,9,0.697122208,6.274099868
139,balham,united kingdom,51.0167,-1.3167,982,GB,uk hiphop,10,0.627336901,6.273369008
477,coorparoo queensland,australia,-16.8878,145.7633,801,AU,"australian hiphop, australian underground hiphop",9,0.693789207,6.244102861
1189,loughborough,united kingdom,51.0167,-1.3167,991,GB,uk hiphop,10,0.624062101,6.240621008
1968,swansea,united kingdom,51.63,-3.95,808,GB,uk hiphop,9,0.691198716,6.220788444
1604,poole,united kingdom,50.7167,-2,1163,GB,"uk alternative hiphop, uk hiphop",11,0.562039027,6.182429293
1439,north lakes queensland,australia,40.8439,-111.9188,1170,AU,"australian underground hiphop, australian hiphop",11,0.559538033,6.154918364
1733,rotherham,united kingdom,53.4333,-1.35,1023,GB,uk hiphop,10,0.612441612,6.124416124
756,greenacre new south wales,australia,-31.445,152.9187,1028,AU,"australian hiphop, australian underground hiphop",10,0.610629209,6.106292085
266,brampton,canada,48.4462,-89.275,336,CA,"desi hiphop, canadian hiphop",7,0.869304654,6.085132579
702,gatineau,canada,48.4462,-89.275,631,CA,"hiphop quebecois, canadian hiphop",8,0.75718715,6.057497196
1927,st. catharines,canada,51.3837,-55.6,1047,CA,canadian hiphop,10,0.603750262,6.037502616
1145,lidcombe new south wales,australia,-31.445,152.9187,1052,AU,"australian underground hiphop, australian hiphop",10,0.601942175,6.019421754
415,cheltenham,united kingdom,51.0167,-1.3167,1061,GB,uk hiphop,10,0.598689901,5.986899013
593,eastbourne,united kingdom,51.0167,-1.3167,1453,GB,"uk alternative hiphop, uk hiphop",13,0.46005112,5.980664557
1786,san francisco california,united states,37.7562,-122.443,24,US,"bay area hiphop, southern hiphop",6,0.990564823,5.943388938
899,hyattsville maryland,united states,38.776,-76.0702,390,US,"southern hiphop, hiphop",7,0.848590483,5.94013338
1228,maidstone,united kingdom,51.2667,0.5167,1084,GB,uk hiphop,10,0.590391925,5.903919252
581,duncanville texas,united states,29.4128,-94.9658,1091,US,southern hiphop,10,0.587870295,5.878702951
1782,san antonio texas,united states,29.4722,-98.5247,53,US,southern hiphop,6,0.979183946,5.875103674
2264,worcester,united kingdom,52.2,-2.2,1092,GB,uk hiphop,10,0.587510209,5.875102092
141,balmain new south wales,australia,-31.445,152.9187,424,AU,"australian underground hiphop, australian hiphop",7,0.835591203,5.849138418
1392,nepean,canada,48.4462,-89.275,1121,CA,canadian hiphop,10,0.577083778,5.770837775
295,brunswick victoria,australia,-38.0996,145.2834,1122,AU,"australian underground hiphop, australian hiphop",10,0.576724802,5.767248015
2239,whitby,canada,48.4462,-89.275,1270,CA,"canadian hiphop, underground hiphop",11,0.524015575,5.764171326
895,huntingdon,united kingdom,40.5,-78.0098,1749,GB,"uk alternative hiphop, uk hiphop",16,0.359726928,5.755630844
1405,newmarket,canada,48.4462,-89.275,1132,CA,canadian hiphop,10,0.573137092,5.731370925
1160,lincoln,united kingdom,53.2333,-0.5333,956,GB,uk hiphop,9,0.636813418,5.731320761
1775,salisbury south australia,australia,-30.8996,135.3,1283,AU,"australian hiphop, australian underground hiphop",11,0.51942644,5.713690837
2158,verdun,canada,48.4462,-89.275,962,CA,hiphop quebecois,9,0.634624429,5.711619865
14,acton,united kingdom,51.0167,-1.3167,1411,GB,"uk hiphop, uk alternative hiphop",12,0.474607872,5.695294461
1944,stockton-on-tees,united kingdom,54.5833,-1.4167,1146,GB,uk hiphop,10,0.568120585,5.681205851
349,camden,united kingdom,51.5457,-0.1403,1153,GB,uk hiphop,10,0.565615093,5.656150931
806,hampstead,united kingdom,39.6109,-76.8552,1161,GB,uk hiphop,10,0.562753937,5.627539374
1964,surrey,canada,48.4462,-89.275,166,CA,"desi hiphop, canadian hiphop",6,0.93504928,5.610295679
807,hampton virginia,united states,47.5172,-92.5121,514,US,latin hiphop,7,0.801344558,5.609411905
1771,sale,united kingdom,-38.1096,147.06,1780,GB,"manchester hiphop, uk hiphop, uk alternative hiphop",16,0.349465782,5.591452509
1596,plympton south australia,australia,-30.8996,135.3,1318,AU,"australian underground hiphop, australian hiphop",11,0.507104726,5.578151986
171,bath,united kingdom,51.3837,-2.35,1176,GB,uk hiphop,10,0.557395806,5.57395806
887,huddersfield,united kingdom,53.65,-1.7833,1186,GB,uk hiphop,10,0.553828477,5.538284766
642,exeter,united kingdom,50.7004,-3.53,1015,GB,uk hiphop,9,0.615343318,5.538089863
1347,moorooka queensland,australia,-16.8878,145.7633,1338,AU,"australian underground hiphop, australian hiphop",11,0.50008601,5.500946109
1500,oshawa,canada,43.88,-78.85,824,CA,canadian hiphop,8,0.685283673,5.482269384
730,gladesville new south wales,australia,-31.445,152.9187,1033,AU,"australian hiphop, australian underground hiphop",9,0.608817701,5.479359307
672,fort worth texas,united states,32.7814,-97.3473,240,US,southern hiphop,6,0.906332966,5.437997794
1652,québec,canada,46.84,-71.2456,244,CA,hiphop quebecois,6,0.904785002,5.42871001
777,guildford,united kingdom,51.0167,-1.3167,1220,GB,uk hiphop,10,0.541728271,5.417282709
301,buderim queensland,australia,-16.8878,145.7633,1231,AU,"australian underground hiphop, australian hiphop",10,0.537823075,5.378230753
290,brownsville texas,united states,25.998,-97.4565,1066,US,"southern hiphop, underground hiphop",9,0.596884353,5.371959176
2267,worthing,united kingdom,51.0167,-1.3167,1235,GB,uk hiphop,10,0.536404173,5.364041733
1406,newport,united kingdom,50.7,-1.3,1236,GB,uk hiphop,10,0.536049545,5.360495454
481,coquitlam,canada,48.4462,-89.275,1073,CA,canadian hiphop,9,0.594358114,5.349223026
1896,solihull,united kingdom,52.4167,-1.7833,1379,GB,"uk hiphop, uk alternative hiphop",11,0.48574902,5.343239215
659,finchley,united kingdom,51.0167,-1.3167,1760,GB,"uk hiphop, uk alternative hiphop",15,0.356080216,5.341203245
928,irving texas,united states,29.4128,-94.9658,293,US,southern hiphop,6,0.885858409,5.315150455
805,hammersmith,united kingdom,51.5,-0.2333,1255,GB,uk hiphop,10,0.529319065,5.293190645
1307,middlesbrough,united kingdom,54.5804,-1.23,1093,GB,uk hiphop,9,0.58715016,5.28435144
1014,kellyville new south wales,australia,-31.445,152.9187,1107,AU,"australian hiphop, australian underground hiphop",9,0.582113342,5.239020079
580,dulwich hill new south wales,australia,-31.445,152.9187,666,AU,"australian underground hiphop, australian hiphop",7,0.744059548,5.208416836
1742,royal tunbridge wells,united kingdom,52.2333,-3.3833,1289,GB,uk hiphop,10,0.517310651,5.173106506
167,basildon,united kingdom,51.0167,-1.3167,1290,GB,uk hiphop,10,0.516958159,5.169581591
1255,mansfield,united kingdom,32.569,-97.1211,1134,GB,uk hiphop,9,0.572419999,5.15177999
824,hayward california,united states,40.0692,-79.9152,373,US,"hiphop, southern hiphop",6,0.855102622,5.130615733
2001,tamworth,united kingdom,-31.1026,150.9171,1869,GB,"uk alternative hiphop, manchester hiphop, uk hiphop",16,0.320287559,5.124600948
1442,northcote victoria,australia,-38.0996,145.2834,1304,AU,"australian hiphop, australian underground hiphop",10,0.512027492,5.120274921
649,farnborough,united kingdom,51.0167,-1.3167,1734,GB,"uk hiphop, uk alternative hiphop",14,0.364709654,5.105935162
1684,repentigny,canada,48.4462,-89.275,1735,CA,"french hiphop, hiphop quebecois",14,0.364377118,5.101279648
104,ashford,united kingdom,51.0167,-1.3167,1314,GB,uk hiphop,10,0.508510421,5.085104214
1629,prospect south australia,australia,-30.8996,135.3,1447,AU,"australian underground hiphop, australian hiphop",11,0.462126017,5.08338619
560,doncaster,united kingdom,53.5333,-1.1167,1156,GB,uk hiphop,9,0.564541876,5.080876887
453,coburg victoria,australia,-38.0996,145.2834,1164,AU,"australian underground hiphop, australian hiphop",9,0.561681628,5.055134653
199,bermondsey,united kingdom,51.0167,-1.3167,1323,GB,uk hiphop,10,0.50534852,5.053485197
388,catford,united kingdom,51.45,-0.0167,1748,GB,"uk hiphop, uk alternative hiphop",14,0.360058754,5.040822551
1763,saint-jerome,canada,45.267,-66.0767,1459,CA,"french hiphop, hiphop quebecois",11,0.457977781,5.037755589
1104,laredo texas,united states,27.5616,-99.487,733,US,latin hiphop,7,0.719037322,5.033261255
437,city of westminster,united kingdom,51.5,-0.1167,1329,GB,uk hiphop,10,0.503242414,5.032424143
